Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Xylene (µg/m³),O Xylene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s)
2024-02-02,102.06,166.35,15.66,18.63,27.44,34.38,2.69,1.19,49.66,4.33,5.34,,,,4.55,12.63,99.68,0.86,269.13,0.0,0.0,42.7,,
2024-02-03,106.68,238.85,15.58,18.6,27.54,34.22,2.91,1.24,49.85,4.3,5.33,,,,4.53,14.63,51.95,0.74,254.5,0.0,0.0,58.42,,
2024-02-04,155.6,249.14,15.73,19.2,26.04,33.61,14.64,1.63,49.26,3.92,4.9,,,,4.37,16.15,84.5,0.7,204.6,0.06,0.05,47.08,,
2024-02-05,77.93,128.36,15.68,18.67,27.47,34.21,2.68,0.72,49.94,4.32,5.32,,,,4.52,15.67,80.56,1.23,284.68,0.0,0.0,49.37,,
2024-02-06,71.55,145.15,15.69,18.65,27.47,34.39,2.45,0.67,49.94,4.33,5.32,,,,4.53,13.6,58.1,1.34,297.48,0.0,0.0,57.51,,
2024-02-07,86.55,164.25,15.61,18.62,27.53,34.34,2.48,0.71,49.93,4.31,5.34,,,,4.57,14.08,61.85,1.41,284.79,0.0,0.0,67.66,,
2024-02-08,72.37,139.38,15.64,18.63,27.5,34.22,2.32,0.58,49.93,4.31,5.34,,,,4.52,14.55,65.89,1.2,219.75,0.0,0.0,69.58,,
2024-02-09,91.22,222.64,15.66,18.54,27.04,34.34,2.78,1.0,49.79,4.23,5.27,,,,4.5,15.72,51.96,0.81,244.97,0.0,0.0,65.58,,
2024-02-10,262.95,423.93,15.67,18.66,27.48,34.24,2.81,2.69,49.94,4.33,5.36,,,,4.52,15.36,58.65,0.85,267.16,0.0,0.0,69.88,,
2024-02-11,254.16,346.22,15.85,17.97,24.95,35.31,2.57,1.54,49.1,3.92,5.02,,,,4.64,15.36,61.58,0.86,243.0,0.0,0.0,74.22,,
2024-02-12,178.67,291.33,15.71,18.65,27.57,34.29,2.74,1.62,49.93,4.32,5.35,,,,4.53,15.9,67.81,0.83,265.86,0.0,0.0,73.16,,
2024-02-13,282.07,407.58,15.79,18.62,27.51,34.34,2.82,2.23,49.74,4.33,5.35,,,,4.54,16.14,69.62,0.86,268.24,0.0,0.0,65.44,,
2024-02-14,161.89,242.45,15.66,18.61,27.52,34.3,2.94,1.73,49.93,4.31,5.33,,,,4.53,16.98,62.68,0.84,250.69,0.0,0.0,68.24,,
2024-02-15,133.13,260.42,15.78,18.57,27.51,34.36,2.66,1.23,49.94,4.32,5.34,,,,4.54,17.57,53.78,0.98,258.35,0.0,0.0,65.68,,
2024-02-16,128.74,305.58,15.73,18.24,26.2,34.89,3.04,1.62,49.87,4.32,5.36,,,,4.56,17.76,51.14,0.98,280.21,0.0,0.0,68.53,,
2024-02-17,154.44,278.89,15.68,18.63,27.46,34.32,2.97,2.09,49.94,4.33,5.31,,,,4.53,17.43,68.12,0.95,261.83,0.01,0.01,70.16,,
2024-02-18,133.6,230.85,15.71,18.61,27.56,34.36,2.44,1.49,49.94,4.34,5.34,,,,4.56,19.3,62.46,0.93,215.58,0.0,0.0,78.7,,
2024-02-19,116.16,265.03,15.68,18.73,27.51,34.0,2.61,0.66,50.03,4.35,5.39,,,,4.5,20.87,58.34,1.19,146.08,0.0,0.0,76.34,,
2024-02-20,144.93,247.88,15.69,18.62,27.41,34.01,2.97,0.93,50.03,4.34,5.36,,,,4.51,21.18,62.4,0.75,211.44,0.0,0.0,79.76,,
2024-02-21,119.16,201.55,15.64,18.64,27.53,34.26,2.62,0.99,49.93,4.31,5.33,,,,4.52,19.24,59.27,1.25,287.36,0.0,0.0,55.9,,
2024-02-22,76.59,159.62,15.8,18.6,27.32,34.47,2.46,0.69,49.88,4.29,5.32,,,,4.55,19.27,46.54,1.12,287.76,0.0,0.0,79.39,,
2024-02-23,62.7,149.62,15.73,18.16,27.53,34.94,2.52,0.64,49.26,4.3,5.49,,,,4.62,17.45,43.03,1.09,279.77,0.0,0.0,84.33,,
2024-02-24,115.92,272.52,15.62,18.68,27.51,34.29,3.17,1.27,50.11,4.32,5.38,,,,4.47,18.39,40.36,0.53,207.74,0.0,0.0,93.46,,
2024-02-25,103.23,186.94,15.65,18.62,27.46,34.35,2.63,1.01,49.86,4.31,5.36,,,,4.53,19.29,34.41,0.62,203.91,0.0,0.0,87.82,,
2024-02-26,103.82,225.92,15.66,18.63,27.63,34.44,3.16,1.17,49.93,4.31,5.34,,,,4.52,19.36,36.84,0.79,251.45,0.0,0.0,94.64,,
2024-02-27,64.76,141.38,15.56,18.64,27.46,34.25,3.12,0.96,49.92,4.3,5.32,,,,4.53,18.95,44.38,1.44,296.8,0.0,0.0,70.26,,
2024-02-28,74.01,136.62,15.63,18.67,27.6,34.29,2.97,0.64,49.93,4.3,5.35,,,,4.54,18.08,59.52,1.4,294.99,0.0,0.0,87.19,,
2024-02-29,80.83,164.96,15.74,18.63,27.35,34.53,3.01,0.81,50.06,4.26,5.31,,,,4.58,19.19,58.2,1.11,281.34,0.0,0.0,91.03,,
2024-03-01,120.85,251.04,15.5,18.66,27.52,34.22,3.2,1.31,49.92,4.3,5.33,,,,4.5,21.9,55.66,0.68,182.9,0.0,0.0,89.79,,
2024-03-02,39.28,95.82,15.69,18.56,27.54,34.38,2.76,0.55,49.87,4.33,5.36,,,,4.53,20.41,78.25,1.05,187.97,0.04,0.04,84.34,,
2024-03-03,54.05,175.12,15.46,19.42,11.67,33.67,2.45,0.2,51.15,1.83,3.27,,,,3.55,18.75,40.83,1.4,296.44,0.08,0.07,12.81,,
2024-03-04,62.28,133.02,15.64,18.46,27.33,34.38,19.79,0.61,49.91,4.29,5.52,,,,4.6,17.85,42.57,1.12,291.01,0.0,0.0,96.32,,
2024-03-05,85.78,121.62,15.64,18.65,27.52,34.28,2.54,0.57,49.93,4.31,5.35,,,,4.55,16.28,46.97,1.61,306.29,0.0,0.0,105.43,,
2024-03-06,89.54,124.78,15.7,18.63,27.5,34.14,2.81,0.6,49.94,4.31,5.34,,,,4.5,16.35,47.78,1.35,307.28,0.0,0.0,71.82,,
2024-03-07,118.87,186.96,15.69,18.62,27.52,34.22,2.87,0.97,49.94,4.33,5.36,,,,4.51,18.8,51.28,1.12,279.16,0.0,0.0,103.2,,
2024-03-08,100.02,176.01,15.64,18.62,27.38,34.34,2.72,0.98,49.93,4.31,5.32,,,,4.53,19.7,49.59,1.3,292.83,0.0,0.0,102.28,,
2024-03-09,91.88,143.07,15.65,18.6,27.59,34.28,2.73,0.69,49.93,4.32,5.33,,,,4.53,19.5,47.19,1.4,288.95,0.0,0.0,109.63,,
2024-03-10,117.26,217.41,15.73,18.61,27.48,34.44,2.94,1.05,49.94,4.33,5.34,,,,4.55,20.58,44.94,0.86,262.02,0.0,0.0,131.16,,
2024-03-11,122.09,229.76,15.78,18.58,27.6,34.32,3.12,1.3,49.95,4.34,5.36,,,,4.52,23.62,44.09,0.71,222.24,0.0,0.0,102.44,,
2024-03-12,114.24,194.74,15.69,18.66,27.54,34.33,2.91,0.87,49.87,4.33,5.34,,,,4.51,23.0,49.01,1.25,281.57,0.0,0.0,94.87,,
2024-03-13,112.91,186.76,15.81,17.77,28.05,36.48,2.91,0.84,47.91,4.39,5.69,,,,4.97,23.05,55.98,0.68,207.89,0.01,0.01,145.07,,
2024-03-14,58.19,149.78,14.97,21.99,24.88,27.2,0.87,0.53,56.53,3.96,3.21,,,,3.51,25.54,37.04,1.54,306.59,0.0,0.0,131.87,,
2024-03-15,51.05,116.24,15.67,18.66,27.52,34.33,2.12,0.82,49.93,4.32,5.32,,,,4.54,21.68,39.53,1.5,303.44,0.0,0.0,123.19,,
2024-03-16,79.27,169.13,15.65,18.63,27.41,34.28,2.74,1.04,49.94,4.32,5.33,,,,4.5,21.81,39.98,0.96,287.57,0.0,0.0,96.15,,
2024-03-17,108.04,217.03,15.66,18.64,27.47,34.2,3.13,1.19,49.87,4.32,5.3,,,,4.5,21.95,42.33,1.02,273.74,0.0,0.0,99.88,,
2024-03-18,108.88,213.28,15.73,18.65,27.53,34.3,2.91,1.26,49.94,4.33,5.34,,,,4.49,22.18,47.55,0.91,258.88,0.0,0.0,121.17,,
2024-03-19,99.26,238.0,15.68,18.61,27.55,34.33,3.2,1.51,49.94,4.32,5.35,,,,4.53,23.3,43.47,0.93,255.68,0.0,0.0,116.7,,
2024-03-20,152.33,300.9,15.6,18.62,27.54,34.28,3.38,1.55,50.06,4.31,5.33,,,,4.51,24.41,45.96,0.96,271.19,0.0,0.0,112.18,,
2024-03-21,107.21,242.81,15.79,17.74,28.11,35.57,3.34,1.47,48.54,4.41,5.59,,,,4.79,22.64,65.73,0.88,120.43,0.0,0.0,138.15,,
2024-03-22,88.85,205.71,15.69,18.56,27.5,34.54,2.97,1.1,49.53,4.35,5.43,,,,4.52,25.35,58.72,0.89,167.44,0.0,0.0,102.03,,
2024-03-23,116.27,242.99,15.67,18.67,27.48,34.32,3.0,1.68,50.0,4.33,5.36,,,,4.55,26.69,49.09,1.15,288.65,0.0,0.0,127.82,,
2024-03-24,88.14,233.7,15.04,18.74,27.71,33.53,2.92,1.19,51.88,4.08,5.32,,,,4.24,24.92,49.61,1.21,260.91,0.0,0.0,87.98,,
2024-03-25,113.57,176.6,15.67,18.69,27.13,34.03,2.66,1.15,50.19,4.29,5.3,,,,4.51,25.61,52.35,1.13,273.97,0.0,0.0,126.23,,
2024-03-26,64.4,138.53,15.74,18.81,27.38,34.28,2.74,0.87,49.94,4.34,5.36,,,,4.51,26.82,46.43,0.89,241.94,0.0,0.0,98.06,,
2024-03-27,90.09,253.43,15.58,18.55,27.45,34.56,2.92,1.32,49.8,4.34,5.38,,,,4.52,29.13,38.38,0.89,258.17,0.0,0.0,115.36,,
2024-03-28,78.66,185.96,15.15,18.64,23.66,33.43,2.88,0.81,49.94,3.54,4.64,,,,4.31,30.29,39.11,1.11,270.77,0.0,0.0,112.28,,
2024-03-29,95.41,222.5,15.61,18.71,27.58,34.24,2.81,0.96,49.87,4.31,5.38,,,,4.51,29.07,53.43,0.88,248.49,0.0,0.0,126.04,,
2024-03-30,95.35,259.12,15.64,18.39,27.64,34.46,2.92,1.07,49.65,4.32,5.35,,,,4.56,29.03,47.98,1.09,242.16,0.0,0.0,131.56,,
2024-03-31,178.74,378.7,15.78,18.81,27.47,34.05,2.76,1.29,50.1,4.33,5.38,,,,4.51,28.9,42.04,1.33,279.61,0.0,0.0,130.97,,
2024-04-01,71.84,117.08,15.7,18.63,27.49,34.29,2.65,0.64,49.94,4.32,5.32,,,,4.51,25.49,49.22,1.59,290.99,0.0,0.0,142.17,,
2024-04-02,92.66,174.73,15.7,18.29,27.62,34.74,2.86,0.77,49.42,4.33,5.56,,,,4.59,26.16,33.72,1.49,301.94,0.0,0.0,147.73,,
2024-04-03,145.55,207.87,15.69,18.62,27.48,34.29,2.82,1.14,49.94,4.32,5.33,,,,4.52,28.61,27.91,0.57,195.03,0.0,0.0,118.89,,
2024-04-04,123.61,176.58,15.63,18.62,27.56,34.39,2.88,1.07,49.86,4.32,5.37,,,,4.54,30.23,24.64,1.03,285.26,0.0,0.0,139.62,,
2024-04-05,134.99,192.81,15.64,18.67,27.45,34.36,2.89,0.86,49.93,4.33,5.32,,,,4.56,29.55,26.47,1.27,275.41,0.0,0.0,146.96,,
2024-04-06,112.72,161.04,15.66,18.65,27.48,34.31,2.67,0.89,49.93,4.32,5.34,,,,4.53,29.27,23.31,1.28,287.18,0.0,0.0,141.85,,
2024-04-07,132.22,188.89,15.76,18.69,27.37,34.13,2.66,1.05,50.02,4.36,5.32,,,,4.58,31.16,17.66,1.24,272.72,0.0,0.0,154.25,,
2024-04-08,160.59,229.5,15.67,18.61,27.52,34.27,2.62,1.29,49.8,4.32,5.39,,,,4.49,31.16,17.66,0.95,264.86,0.0,0.0,148.97,,
2024-04-09,153.25,218.92,15.65,18.63,27.44,34.37,2.62,1.38,49.94,4.32,5.3,,,,4.52,31.16,17.66,0.76,238.84,0.0,0.0,133.4,,
2024-04-10,166.41,237.72,15.79,18.6,27.46,34.36,2.77,1.23,49.95,4.33,5.33,,,,4.56,31.16,17.66,0.69,190.59,0.0,0.0,147.47,,
2024-04-11,168.96,241.91,15.68,18.66,27.52,34.44,2.62,1.17,49.94,4.32,5.38,,,,4.55,31.16,17.66,0.58,155.87,0.0,0.0,126.82,,
2024-04-12,189.5,272.03,15.7,18.62,27.52,34.47,2.76,1.16,49.94,4.33,5.34,,,,4.56,31.16,17.66,0.62,219.57,0.0,0.0,130.48,,
2024-04-13,173.14,247.33,15.55,18.95,26.61,34.15,2.7,0.98,50.51,4.19,5.26,,,,4.44,31.16,17.66,1.16,194.82,0.01,0.01,129.23,,
