Parameter,Method,RMSE
TOT-RF (mm),Lagrange,0.1872077595112806
TOT-RF (mm),Newton,0.1872077595112806
TOT-RF (mm),Linear Spline,0.10702481181869737
TOT-RF (mm),Cubic Spline,0.1590407725576233
TOT-RF (mm),Polynomial,0.0856100137022187
