Parameter,Method,RMSE
TOT-RF (mm),Lagrange,0.012181668266839358
TOT-RF (mm),Newton,0.012181668266839354
TOT-RF (mm),Linear Spline,0.012998673672393633
TOT-RF (mm),Cubic Spline,0.012638418468843967
TOT-RF (mm),Polynomial,0.003899137864188097
