Parameter,Method,RMSE
TOT-RF (mm),Lagrange,0.1746611989810548
TOT-RF (mm),Newton,0.17466119898105478
TOT-RF (mm),Linear Spline,0.1757398155189105
TOT-RF (mm),Cubic Spline,0.2182107911881078
TOT-RF (mm),Polynomial,0.058432476527193286
