Parameter,Method,RMSE
TOT-RF (mm),Lagrange,0.25993339076162514
TOT-RF (mm),Newton,0.25993339076162514
TOT-RF (mm),Linear Spline,0.10006032663107413
TOT-RF (mm),Cubic Spline,0.08744895778685582
TOT-RF (mm),Polynomial,0.17467894792947317
