Parameter,Method,RMSE
TOT-RF (mm),Lagrange,0.15471652032557828
TOT-RF (mm),Newton,0.15471652032557828
TOT-RF (mm),Linear Spline,0.1555243879558513
TOT-RF (mm),Cubic Spline,0.15554839432935216
TOT-RF (mm),Polynomial,0.1427687402582398
