Parameter,Method,RMSE
TOT-RF (mm),Lagrange,0.5773202947248467
TOT-RF (mm),Newton,0.5773202947248467
TOT-RF (mm),Linear Spline,0.04021262090937662
TOT-RF (mm),Cubic Spline,0.06597222484006499
TOT-RF (mm),Polynomial,0.07300684566603925
