Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),SR (W/mt2)
2024-07-20,6.93,14.82,0.43,6.53,-131294822288.74515,11.67,7.66,0.21,7.53,0.49,26.74,0.78,-2265227539.2373323,28.41,46.33,1.64,270.21,38.17
2024-07-21,6.22,12.96,0.44,5.21,3.07,14.03,8.62,0.2,7.49,0.34,-744976419.4003831,0.46,1.21,-14171402510.533499,46.25,1.69,273.98,31.97
2024-07-22,-38358562.951306276,-561147654159.0483,0.43,5.77,132099124862.28473,12.82,9.13,104854847.26571447,7.17,0.36,22.37,0.93,2.04,25.39,45.54,1.86,266.53,42.98
2024-07-23,6.44,17.79,0.67,-6833576942.214147,2.96,13.76,9.21,214079817.42798024,62214902063543.09,1045234132.5996553,23.26,7450822111.019643,1.24,25.68,44.62,2.1,276.36,44.7
2024-07-24,7.83,21.43,0.88,4.58,3.09,-113547.49388465907,9.67,0.15,106568753976472.05,0.17,23.73,0.46,0.84,27.52,1037908488894.8743,2.45,270.39,27.76
2024-07-25,7.24,17.15,0.53,4.47,2.76,12.01,10.6,0.18,9.51,0.26,5458770401.7231455,0.52,1.11,28.09,39.32,2.33,264.77,22.03
2024-07-26,12.67,32.13,0.74,4.64,3.02,13.84,10.96,0.18,4.74,0.4,22.16,123348288069.298,1.11,30.07,37.14,1.9,263.14,55.52
2024-07-27,11.32,-55457959905285.57,0.48,4.86,2.92,13.84,471205801260.8368,0.22,5.52,0.51,23.95,0.75,1.7,30.32,35.9,2.06,261.75,52.25
2024-07-28,16.35,-93502296869599.52,0.45,4.31,2.61,12.77,11.55,0.2,6.38,0.28,22.73,-371716794720.14795,1.06,32.56,37.62,1.84,-5165879616.349056,-5712454729851581.0
2024-07-29,16.18,33.81,0.41,4.29,2.57,12.57,11.86,0.2,5.9,0.42,23.34,0.51,-3437206214065.3564,26.98,35.37,1.96,269.67,44.91
2024-07-30,12.25,33.14,23860663015149.598,6.39,3.86,14.53,11.56,0.23,-1689407544584102.2,0.53,29.95,5.56,3.38,-1323833451304803.8,-632052677514755.8,1.82,272.65,77.14
2024-07-31,12.43,25.07,0.83,5.38,3.48,11.63,11.75,0.37,10.16,0.54,44.72,1.55,2.74,-3911307556683593.0,38.83,1.38,-45528371673.21454,82.98
2024-08-01,9.59,24.15,0.42,4.55,2.72,12.91,12.27,0.41,6349053577692490.0,163212160028.82904,40.38,0.8,-156820650994315.25,28.51,41.12,14205502628205.973,268.22,116.35
2024-08-02,8.56,20.96,0.76,4.48,2.95,10.9,12.24,-62710879616.503975,14.63,0.32,39.1,0.54,-315380185579065.94,29.26,42.33,2.12,264.32,130.08
2024-08-03,7.19,16.34,0.49,4.46,2.72,11.91,12.63,0.47,-7752656058260887.0,0.35,38.22,13814439334422.156,1.19,29.13,4.947607128849302e+16,2.21,269.42,24.52
2024-08-04,7.2,25.93,0.43,5.69,3.32,14.63,12.99,0.41,11.28,0.4,38.95,0.6,1.56,29.21,56.8,2.24,267.49,-4.28430841301034e+19
2024-08-05,8.18,26.52,1.84,7.15,5.21,12.78,12.91,0.59,8.99,0.88,42.61,-46765366812049.21,3.17,30.3,56.5,1.71,269.56,96.31
2024-08-06,9.12,26.83,5.4,7.92,7.54,14.01,14.53,0.61,18.07,1.61,48.0,2.48,1229959055243564.2,29.03,7.798621633626674e+17,1.22,253.13,69.3
2024-08-07,7.56,21.04,1.2,4.86,3.51,13.47,10.99,0.45,24.85,0.78,40.66,1.18,2.92,27.0,55.37,1.74,289.42,131.57
2024-08-08,9.53,24.69,1.26,5.34,3.8,10.83,8.85,0.47,10.62,0.92,36.98,1.36,2.81,23.54,59.65,1.53,283.25,124.82
2024-08-09,7.46,22.24,1.06,5.04,3.48,5.84,9.68,0.44,9.16,1.06,47.18,1.27,3.09,23.83,62.64,1.46,284.75,-3.058671941062234e+22
2024-08-10,-1.7039919151059834e+16,19.05,1.69,5.61,4.29,9.11,10.31,53863675052555.44,5.9,1.02,52.06,-423181873813953.6,-7987298500048128.0,24.08,-1.5347431218981358e+19,1.07,260.36,102.39
2024-08-11,6.77,19.73,2.64,-2454786032917584.0,5.13,9.49,10.14,0.55,7.29,1.19,49.85,1.59,4.21,-3.4365344342694724e+20,61.39,-2.9718424964802964e+18,250.21,145.8
2024-08-12,6.32,24.62,2.42,5.14,4.62,6.19,-3.377335711970017e+18,0.57,4.3,0.81,51.75,0.84,2.98,24.49,64.91,1.17,274.74,96.7
2024-08-13,10.07,24.75,5.27,7.01,7.89,11.08,10.21,0.62,4.01,1.98,55.42,2.16,5.07,24.93,65.42,0.92,250.39,3.9816687259390074e+24
2024-08-14,13.34,32.47,4.04,6.11,6.43,5132036505199.734,9.75,0.67,6.03,9091532554948586.0,49.05,0.87,3.25,25.11,64.81,0.83,211.41,122.3
2024-08-15,24.87,42.54,7.44,6.66,9.44,12.09,-1.1237302489520113e+20,0.8,5.73,2.56,59.09,-6151041846485559.0,6.42,25.05,62.9,0.92,220.15,168.0
2024-08-16,6.139915520155018e+19,36.07,5.58,7.92,8.61,9.94,10.48,0.81,5.81,2.14,54.35,1.3,4.64,25.29,63.79,0.98,212.89,131.6
2024-08-17,18.43,35.14,4.52,8.09,-4.978778777851648e+19,11.44,10.88,0.84,7.86,2.17,52.25,2.04,5.18,1.8110411145769523e+24,64.25,0.88,219.84,153.79
2024-08-18,16.29,47.05,2.69,7.32,5.98,8.27,11.35,0.82,7.08,1.9,53.43,1.34,4.18,25.94,2.0343796035335137e+22,1.01,132.57,162.16
2024-08-19,12.52,7.256060339405431e+21,1.96,8.64,6.08,10.89,12.05,0.86,7.87,1.95,54.37,1.53,4.26,25.64,62.93,2.612233556404834e+24,113.46,121.1
2024-08-20,-1.0127627695549588e+22,38.83,4.91,13.04,10.75,16.19,11.47,1.05,5.57,4.13,-2.369371525927972e+20,3.18,7.58,9.684545638046462e+25,68.71,1.5923700259485967e+25,164.05,75.1
2024-08-21,18.64,34.47,3.83,9.03,7.79,9.07,11.19,0.97,14.93,2.43,54.48,2.05,4.62,30.44,62.79,1.09,167.74,-1.5054784975275692e+29
2024-08-22,26.36,45.6,3.21,14.73,10.27,14.46,-2.5083627546773133e+23,1.08,15.98,6.04,2.929239797378287e+21,4.18,8.26,31.16,60.41,-1.1305791872511384e+26,262.82,151.45
2024-08-23,7.51,17.63,3.0,11.45,8.39,1.2527329280644564e+18,11.57,0.63,3.7,3.14,54.24,2.31,5.24,30.11,3.13075801478215e+24,0.88,234.41,82.69
2024-08-24,8.64,14.18,2.19,9.87,-5.438472478862138e+24,12.89,10.89,0.37,-5.469133212415632e+21,2.5,52.81,1.86,4.55,28.8,73.48,1.23,267.35,33.18
2024-08-25,7.72,16.77,-6.795617040048715e+28,8.081948959381261e+22,-2.5020702590395253e+25,8.97,11.82,0.27,13.93,0.37,38.4,7.748881321505205e+18,0.9,29.81,67.63,2.1,291.14,49.54
2024-08-26,11.74,26.22,0.36,3.75,2.25,10.01,12.42,0.3,12.57,0.33,33.95,0.43,0.96,30.67,63.66,2.39,291.76,-2.5196849236532937e+32
2024-08-27,-7.415515981787203e+25,21.98,0.61,4.55,2.87,9.58,13.02,2.7608448062344357e+22,11.37,0.5,37.46,0.58,1.49,29.62,68.02,2.04,285.11,85.42
2024-08-28,9.68,1.705114238689091e+27,0.54,5.84,3.48,1.824937971218192e+21,13.54,0.3,8.35,0.46,40.3,0.58,1.41,29.78,68.09,4.996289323744563e+29,284.49,73.24
2024-08-29,10.69,28.71,0.94,-2.773599787812371e+25,2.625840284279945e+27,11.86,13.57,0.34,8.01,1.26,37.42,1.08,-3.3087002794374396e+24,29.84,64.95,1.9417186720937728e+30,-1.5724188915174247e+25,123.23
2024-08-30,14.73,30.85,2.65,6.82,5.36,10.17,2.290463342309227e+28,0.38,7.29,1.21,42.28,0.96,-1.1981840470622913e+25,29.75,66.15,1.43,273.76,148.64
2024-08-31,9.14,18.12,4.76,6.96,-2.441711228378343e+28,7.631784952000483e+22,2.94,0.44,5.12,1.8,45.49,1.1,3.54,2.3339777790715552e+33,65.44,1.1,239.71,173.06
2024-09-01,6.93,24.43,3.43,5.48,5.62,12.16,3.19,0.48,5.01,1.36,45.45,0.55,2.21,29.82,66.86,0.94,227.84,2.692676221902568e+36
2024-09-02,2.5925246032312414e+29,23.2,1.15,4.543309240452647e+27,3.17,11.34,3.140561003486139e+30,0.45,7.09,0.54,42.81,0.3,1.0,29.48,70.31,0.97,280.25,48.51
2024-09-03,9.93,27.17,-4.650697452768938e+37,5.24,3.84,15.0,3.17,0.55,8.94,1.41,25.47,4.4,4.82,30.07,58.05,1.17,293.58,90.65
2024-09-04,13.08,28.18,-5.3177951474699604e+38,5.15,8.335394773473946e+29,12.19,-3.963981931854564e+31,0.55,10.87,0.92,23.73,1.24,2.25,31.09,43.25,-8.200997626736504e+33,4.370083958766523e+30,115.61
2024-09-05,11.28,-4.4496369258244736e+32,1.04,4.17,3.02,10.72,2.45,9.377152729385356e+28,12.55,0.46,45.05,0.53,1.18,1.3899974481070639e+38,50.3,-3.8140126444537975e+34,3.085041408848965e+31,72.2
2024-09-06,13.29,31.9,1.84,5.32,4.22,16.64,2.56,0.51,11.67,0.62,51.24,0.48,1.3,1.0974692521995638e+39,47.43,1.31,300.66,113.89
2024-09-07,18.05,35.14,-2.942556392901632e+41,6.62,6.15,15.76,2.84,0.5,6.32,0.96,60.63,0.66,2.45,31.85,48.22,1.6128270388812242e+35,247.73,115.55
2024-09-08,23.78,39.77,-1.8219679799782153e+42,7.17,8.98,11.53,3.14,0.43,5.37,2.11,5.099392618396241e+31,1.34,5.18,-1.3823573804956931e+40,45.92,0.86,2.286940782975155e+33,140.72
2024-09-09,18.33,31.61,6.04,7.94,8.99,15.37,-1.469056947608356e+34,-2.3771271981279377e+32,3.271888162668755e+30,2.71,59.13,2.81,7.04,30.77,2.601254144661333e+34,0.7,181.85,97.45
2024-09-10,12.5,25.2,11.94,9.74,14.66,19.41,2.85,0.62,3.94,4.714080249702655e+34,67.04,5.1,9.5,31.27,46.33,0.87,220.74,1.274693175131677e+44
2024-09-11,13.87,27.46,6.57,12.2,11.63,18.29,3.0,8.505342100412472e+33,6.17,5.01,64.85,3.07,7.6,31.16,46.7,0.76,2.4922408514373465e+35,131.01
2024-09-12,13.94,-9.925516528959043e+37,2.2070948729714594e+45,9.65,8.97,14.94,3.92,0.58,9.0,-1.6170008968054705e+37,65.47,2.76,6.46,31.7,47.09,0.88,266.44,-1.1195992888791845e+46
2024-09-13,22.01,41.58,1.1699484464563701e+46,10.77,11.55,15.46,3.68,0.71,5.12,-2.0550905537252987e+38,61.74,4.753078002975248e+28,7.58,31.13,48.13,0.91,-3.3848308590584386e+36,151.55
2024-09-14,12.5,26.02,5.02,-6.525096033194953e+35,9.02,12.16,-1.9756872246181591e+37,1.2202534032616032e+36,7.98,-1.0415022984779156e+39,62.27,1.75,5.19,30.84,50.95,0.84,228.84,122.29
2024-09-15,15.44,26.35,11.47,20.02,19.66,25.44,5.7,3.8150806626054673e+36,6.65,-2.0113357447775005e+39,74.19,7.76,3.876717884840689e+35,-3.770070297826776e+45,53.88,0.62,132.81,-4.8869471979964384e+48
2024-09-16,25.47,41.47,11.92,1.9190030196796648e+37,16.3,23.08,2.4301798258918534e+38,0.89,12.05,6.84,72.23,5.56,2.3159333009341006e+36,31.02,42.58,1.0035134300644103e+40,159.05,175.11
2024-09-17,22.8,45.89,11.43,12.08,14.11,1.3955898823556507e+34,7.63,0.94,13.07,5.09,72.67,4.76,10.22,3.290278628008597e+47,37.2,0.9,168.17,2.0559127569221366e+50
2024-09-18,-2.912121925159628e+41,2.8467272224836485e+43,2.769680188058706e+49,15.64,12.85,19.75,8.96,0.92,18.33,4.79,67.48,4.26,9.38,29.37,40.18,0.98,184.02,92.18
2024-09-19,17.74,1.8053056633204675e+44,5.77,12.77,11.3,20.48,8.8,0.82,16.63,4.0,61.24,2.8,6.82,-1.8842740314141203e+49,39.62,8.364843816688175e+41,1.2164188044677221e+40,142.65
2024-09-20,26.31,59.07,7.86,11.98,12.57,20.67,9.83,0.88,15.51,4.02,57.86,4.47,7.85,-7.173961085653506e+49,41.21,1.01,206.91,153.33
2024-09-21,14.98,45.46,4.53,9.23,4.700739067408969e+40,18.66,10.3,0.83,12.65,2.7417304344015e+42,56.46,1.64,4.87,29.72,-1.0045287001301575e+45,0.85,202.28,-4.451474832893435e+53
2024-09-22,17.29,46.59,2.54,8.65,6.55,17.31,10.57,0.86,13.91,2.1,-1.3514264434968019e+44,1.71,4.08,30.33,44.18,0.88,180.27,160.57
2024-09-23,26.15,48.76,1.1223926796765148e+54,7.99,5.36,17.12,11.37,0.88,16.56,-4.892177368122664e+43,46.55,1.09,3.11,30.77,47.76,0.78,-5.611636022135865e+42,2.3374095119049663e+55
2024-09-24,11.98,32.5,1.39,7.9,5.24,17.92,11.28,0.99,22.82,1.31,49.2,0.73,1.91,30.76,-1.794531345483489e+48,0.84,213.44,91.3
2024-09-25,13.68,35.37,2.29,12.78,8.52,-1.4060986343210227e+41,10.99,1.06,22.01,2.26,53.17,2.81,1.4963565481087173e+43,32.65,55.91,0.8,213.81,73.95
2024-09-26,11.79,2.6973563703148025e+49,2.250239413885152e+57,12.81,8.2,18.53,10.84,1.17,21.46,3.29,2.16728184055e+48,2.56,5.18,4.578175763541447e+53,1.649546563377633e+50,1.0,189.26,5.782181321913493e+57
2024-09-27,4.29,27.24,1.840226193548394e+58,7.47,4.58,17.52,10.96,1.13,25.75,1.2,50.15,1.24,2.88,29.34,58.67,1.42,276.45,34.52
2024-09-28,5.5,28.68,1.31,-6.637937510486078e+46,6.04,15.37,11.04,1.25,18.9,2.03,48.69,2.06,5.6517866149141615e+45,29.44,-6.143183741969115e+51,0.93,273.66,77.37
2024-09-29,-2.2779177558465493e+53,41.87,3.83,15.23,11.02,19.58,10.36,1.37,9.98,9.31,55.8,2.72,7.02,32.2,48.37,0.92,253.92,2.7997199884684368e+60
2024-09-30,10.37,48.5,5.68,13.23,11.47,22.79,10.58,1.36,3.4601481170883736e+47,4.0,63.84,3.3,8.55,34.91,42.61,0.97,217.52,1.374218601279695e+61
2024-10-01,24.96,69.52,-6.817840246602433e+61,11.64,7.87,19.51,11.49,0.88,29.09,3.61,5.267177285976044e+53,3.18,6.05,1.3853098142049584e+58,42.97,0.97,172.51,180.57
2024-10-02,-3.0976457510123958e+57,91.17,-4.872520057104422e+62,14.51,9.39,19.48,12.34,0.7,18.07,6.82,59.06,14.74,18.23,34.0,40.95,0.96,199.42,126.76
2024-10-03,-4.604466190618303e+58,55.17,4.79,9.07,-2.9301079411631445e+52,24.41,4.87,0.47,14.66,2.13,49.4,1.16,3.96,-7.417306697612316e+59,38.57,-8.971527281497597e+52,266.81,169.1
2024-10-04,12.1,53.92,5.63,9.56,9.51,-1.988898971547611e+50,1.16,0.53,12.8,3.13,51.42,2.18,5.53,31.42,1.0384913355415774e+57,1.03,209.25,148.9
2024-10-05,14.09,57.77,4.76,9.78,4.487795430678781e+54,21.0,1.31,0.64,18.08,3.72,-1.9827232719796885e+58,2.81,6.37,31.84,39.83,0.98,169.85,166.91
2024-10-06,17.54,-7.488699027953771e+59,1.9,2.466407360220668e+55,7.25,21.17,2.26,0.68,26.63,2.88,52.24,2.51,5.63,33.31,39.21,1.02,118.14,174.58
2024-10-07,1.5133663589621671e+63,92.21,1.84,16.38,10.03,23.39,3.34,-2.453509899500234e+54,42.46,5.31,51.66,-3.9491886314739585e+49,6.53,35.06,7.923373735528881e+59,1.04,139.19,165.29
2024-10-08,49.92,92.66,1.1287555332637588e+68,-3.898737179827191e+57,11.41,22.53,4.96,0.9,46.55,6.58,60.35,5.1,8.71,36.82,42.01,0.95,155.35,151.92
2024-10-09,-7.093121382590718e+65,-6.716596134015683e+63,2.32,15.69,8.66,19.5,5.01,0.74,26.17,4.94,64.86,3.63,6.81,33.08,50.36,0.93,203.2,59.86
2024-10-10,-8.183308804812437e+66,-8.098487288181768e+64,3.35,16.08,9.68,16.44,4.84,0.77,32.0,3.9,40.12,2.38,4.53,34.32,49.0,0.89,169.59,102.16
2024-10-11,18.32,34.31,3.43,15.58,-1.31814176880286e+61,15.66,5.53,0.74,1.2855022593328227e+60,1.46,3.177055200617748e+66,0.99,1.7996240262838597e+59,35.52,50.65,0.9,153.7,148.96
2024-10-12,24.27,41.57,-1.0096122796350873e+73,19.58,13.32,3.1444983124451903e+60,5.58,0.92,24.22,2.57,8.656501112946611e+67,1.75,3.5,36.34,48.86,0.77,-1.2208409089162481e+61,151.01
2024-10-13,-5.492871178057398e+69,48.09,-1.3773768391355922e+74,17.95,11.9,21.75,5.08,0.93,26.59,2.77,26.61,1.45,3.37,36.13,52.26,0.88,209.29,6.117038709713056e+73
2024-10-14,15.32,29.15,2.79,14.81,8.58,-1.8365401922401648e+63,5.65,0.79,33.58,1.29,23.74,1.03,1.84,34.57,48.56,1.03,127.12,167.31
2024-10-15,17.31,30.14,3.9,16.16,10.17,20.89,4.067613969037223e+65,8.124404672289832e+64,33.44,1.41,7.259774764881457e+71,1.37,2.36,32.17,49.05,0.85,138.07,115.87
2024-10-16,28.81,52.75,4.11,19.76,12.2,22.36,6.34,1.04,36.9,2.35,24.88,1.79,2.81,31.48,38.02,0.91,166.78,132.1
2024-10-17,38.08,68.47,3.98,19.55,11.99,21.51,6.08,1.1,25.66,7.902099152470903e+68,-4.549327544603133e+74,2.02,2.97,4.792063080980872e+76,37.58,0.87,190.31,-4.0647895715697155e+79
2024-10-18,34.65,55.07,3.15,14.08,8.48,19.47,5.52,0.94,23.43,1.2,23.34,0.87,5.753945535881018e+69,26.83,32.89,1.03,158.54,138.23
2024-10-19,13.22,25.89,3.38,15.32,9.32,20.56,6.28,0.97,25.68,1.42,21.31,0.8,1.59,25.79,55.55,2.7580740873311426e+74,157.17,153.77
2024-10-20,13.67,24.5,2.69,14.0,8.07,19.18,7.52,1.04,47.14,1.41,21.61,0.82,1.48,3.472325390377168e+82,76.38,1.06,118.25,149.83
